"churn","levels","n","N","churn_perc","varname"
1,"OHIAKR330",24,140,0.171428571428571,"csa"
1,"OHIASH419",4,8,0.5,"csa"
1,"OHIAUR330",4,19,0.210526315789474,"csa"
1,"OHIBER440",19,79,0.240506329113924,"csa"
1,"OHICAN330",17,92,0.184782608695652,"csa"
1,"OHICIN513",78,319,0.244514106583072,"csa"
1,"OHICIR740",3,6,0.5,"csa"
1,"OHICLE216",46,214,0.214953271028037,"csa"
1,"OHICOL614",135,614,0.219869706840391,"csa"
1,"OHICOV606",19,78,0.243589743589744,"csa"
1,"OHIDAY937",37,148,0.25,"csa"
1,"OHIDEL740",8,37,0.216216216216216,"csa"
1,"OHIELY440",9,24,0.375,"csa"
1,"OHIERI814",2,2,1,"csa"
1,"OHIHAR330",3,10,0.3,"csa"
1,"OHIKEN330",5,15,0.333333333333333,"csa"
1,"OHILAN740",8,33,0.242424242424242,"csa"
1,"OHILAW812",6,19,0.315789473684211,"csa"
1,"OHILEB513",3,6,0.5,"csa"
1,"OHILRN440",4,20,0.2,"csa"
1,"OHIMAN419",6,18,0.333333333333333,"csa"
1,"OHIMAR740",1,7,0.142857142857143,"csa"
1,"OHIMED330",3,24,0.125,"csa"
1,"OHIMID513",1,7,0.142857142857143,"csa"
1,"OHIMRY937",2,9,0.222222222222222,"csa"
1,"OHINCA937",2,5,0.4,"csa"
1,"OHINEW740",4,27,0.148148148148148,"csa"
1,"OHINOR419",1,1,1,"csa"
1,"OHIOBE440",1,3,0.333333333333333,"csa"
1,"OHIOXF513",3,5,0.6,"csa"
1,"OHIPIQ937",2,9,0.222222222222222,"csa"
1,"OHIPSV440",15,53,0.283018867924528,"csa"
1,"OHISAL330",1,1,1,"csa"
1,"OHISAN419",1,8,0.125,"csa"
1,"OHISGF937",6,21,0.285714285714286,"csa"
1,"OHITRT937",3,15,0.2,"csa"
1,"OHIWAR330",4,54,0.0740740740740741,"csa"
1,"OHIWOO330",4,17,0.235294117647059,"csa"
1,"OHIXEN937",5,14,0.357142857142857,"csa"
1,"OHIYNG330",16,79,0.20253164556962,"csa"
1,"OKCARD580",4,17,0.235294117647059,"csa"
1,"OKCBTN501",1,9,0.111111111111111,"csa"
1,"OKCCAB501",2,4,0.5,"csa"
1,"OKCCHC405",4,14,0.285714285714286,"csa"
1,"OKCCON501",3,11,0.272727272727273,"csa"
1,"OKCEMP316",3,6,0.5,"csa"
1,"OKCEND580",2,5,0.4,"csa"
1,"OKCFAY501",5,22,0.227272727272727,"csa"
1,"OKCFTS501",6,30,0.2,"csa"
1,"OKCJUN785",5,9,0.555555555555556,"csa"
1,"OKCLAW580",6,28,0.214285714285714,"csa"
1,"OKCLRK501",25,95,0.263157894736842,"csa"
1,"OKCMAN785",14,31,0.451612903225806,"csa"
1,"OKCMCA918",1,6,0.166666666666667,"csa"
1,"OKCMUS918",1,12,0.0833333333333333,"csa"
1,"OKCOKC405",49,226,0.216814159292035,"csa"
1,"OKCSAL785",2,9,0.222222222222222,"csa"
1,"OKCSTW405",4,13,0.307692307692308,"csa"
1,"OKCTUL918",29,143,0.202797202797203,"csa"
1,"OKCWIC940",16,51,0.313725490196078,"csa"
1,"OMAAMS515",6,27,0.222222222222222,"csa"
1,"OMACDR319",16,43,0.372093023255814,"csa"
1,"OMADES515",33,133,0.24812030075188,"csa"
1,"OMAIWC319",14,50,0.28,"csa"
1,"OMALNC402",19,66,0.287878787878788,"csa"
1,"OMANEW515",1,3,0.333333333333333,"csa"
1,"OMAOMA402",82,305,0.268852459016393,"csa"
1,"PHIARD610",55,186,0.295698924731183,"csa"
1,"PHIAVD610",19,59,0.322033898305085,"csa"
1,"PHICHC215",23,117,0.196581196581197,"csa"
1,"PHICTR610",23,65,0.353846153846154,"csa"
1,"PHIDOV302",4,17,0.235294117647059,"csa"
1,"PHIELK443",6,18,0.333333333333333,"csa"
1,"PHIGEO302",1,8,0.125,"csa"
1,"PHIJEN215",11,65,0.169230769230769,"csa"
1,"PHILAN717",2,3,0.666666666666667,"csa"
1,"PHIMER609",38,171,0.222222222222222,"csa"
1,"PHIMID302",2,10,0.2,"csa"
1,"PHIMIL302",1,3,0.333333333333333,"csa"
1,"PHIMUL609",17,58,0.293103448275862,"csa"
1,"PHIPHI215",115,472,0.24364406779661,"csa"
1,"PHIPLS609",7,36,0.194444444444444,"csa"
1,"PHIRDN484",1,5,0.2,"csa"
1,"PHISAL856",7,32,0.21875,"csa"
1,"PHITRT609",24,90,0.266666666666667,"csa"
1,"PHIVIN609",1,5,0.2,"csa"
1,"PHIWIL302",34,149,0.228187919463087,"csa"
1,"PHIWLW609",2,8,0.25,"csa"
1,"PHXCGR520",1,3,0.333333333333333,"csa"
1,"PHXGLE623",19,74,0.256756756756757,"csa"
1,"PHXPHX602",175,659,0.265553869499241,"csa"
1,"PHXSCO480",22,87,0.252873563218391,"csa"
1,"PHXTUC520",57,202,0.282178217821782,"csa"
1,"PITBUT412",4,15,0.266666666666667,"csa"
1,"PITCAR412",8,24,0.333333333333333,"csa"
1,"PITCOR412",5,19,0.263157894736842,"csa"
1,"PITFOR412",2,3,0.666666666666667,"csa"
1,"PITGIB412",6,32,0.1875,"csa"
1,"PITGRE412",4,15,0.266666666666667,"csa"
1,"PITHOM412",54,221,0.244343891402715,"csa"
1,"PITIND724",2,11,0.181818181818182,"csa"
1,"PITMNG412",3,7,0.428571428571429,"csa"
1,"PITMON412",6,28,0.214285714285714,"csa"
1,"PITNEW412",1,13,0.0769230769230769,"csa"
1,"PITROC412",5,11,0.454545454545455,"csa"
1,"PITUNT412",2,3,0.666666666666667,"csa"
1,"PITWAS412",4,9,0.444444444444444,"csa"
1,"SANAUS512",178,795,0.223899371069182,"csa"
1,"SANCOC254",10,19,0.526315789473684,"csa"
1,"SANCRP512",49,260,0.188461538461538,"csa"
1,"SANFRE830",2,8,0.25,"csa"
1,"SANGEO512",25,100,0.25,"csa"
1,"SANKIL254",12,50,0.24,"csa"
1,"SANLAM512",2,8,0.25,"csa"
1,"SANMCA210",120,590,0.203389830508475,"csa"
1,"SANREF361",2,4,0.5,"csa"
1,"SANSAN210",194,927,0.209277238403452,"csa"
1,"SANSMC512",19,52,0.365384615384615,"csa"
1,"SANTEM254",7,18,0.388888888888889,"csa"
1,"SANWOO361",1,5,0.2,"csa"
1,"SDABRK605",1,7,0.142857142857143,"csa"
1,"SDASFL605",12,28,0.428571428571429,"csa"
1,"SDAWTR605",2,7,0.285714285714286,"csa"
1,"SEAABN253",8,49,0.163265306122449,"csa"
1,"SEABEA503",17,64,0.265625,"csa"
1,"SEABLG360",3,6,0.5,"csa"
1,"SEABLV425",42,148,0.283783783783784,"csa"
1,"SEACDA208",3,15,0.2,"csa"
1,"SEACHE360",2,6,0.333333333333333,"csa"
1,"SEACOR541",3,10,0.3,"csa"
1,"SEAEUG541",12,33,0.363636363636364,"csa"
1,"SEAEVE425",24,101,0.237623762376238,"csa"
1,"SEALVW360",1,4,0.25,"csa"
1,"SEAMTV360",2,7,0.285714285714286,"csa"
1,"SEAOKH360",1,4,0.25,"csa"
1,"SEAOLY360",9,34,0.264705882352941,"csa"
1,"SEAPOR503",64,203,0.315270935960591,"csa"
1,"SEASAL503",6,14,0.428571428571429,"csa"
1,"SEASEA206",104,416,0.25,"csa"
1,"SEASIL360",6,20,0.3,"csa"
1,"SEASPO509",20,71,0.28169014084507,"csa"
1,"SEATAC253",31,124,0.25,"csa"
1,"SEAVAN360",16,38,0.421052631578947,"csa"
1,"SEWCLE509",1,1,1,"csa"
1,"SEWGTP541",3,10,0.3,"csa"
1,"SEWHER541",1,1,1,"csa"
1,"SEWKEN509",4,10,0.4,"csa"
1,"SEWKHF541",2,4,0.5,"csa"
1,"SEWMED541",7,20,0.35,"csa"
1,"SEWPAS509",1,2,0.5,"csa"
1,"SEWPRO509",1,2,0.5,"csa"
1,"SEWWAL509",1,12,0.0833333333333333,"csa"
1,"SEWYAK509",3,13,0.230769230769231,"csa"
1,"SFRCBL408",3,13,0.230769230769231,"csa"
1,"SFRCON925",1,7,0.142857142857143,"csa"
1,"SFRCRU831",3,14,0.214285714285714,"csa"
1,"SFRDAN925",7,27,0.259259259259259,"csa"
1,"SFRDSR925",2,11,0.181818181818182,"csa"
1,"SFRHAY510",4,13,0.307692307692308,"csa"
1,"SFROAK510",160,716,0.223463687150838,"csa"
1,"SFROAK925",69,262,0.263358778625954,"csa"
1,"SFRPAL650",37,154,0.24025974025974,"csa"
1,"SFRPLA530",1,1,1,"csa"
1,"SFRROC916",2,16,0.125,"csa"
1,"SFRSAC916",55,210,0.261904761904762,"csa"
1,"SFRSCL408",188,642,0.292834890965732,"csa"
1,"SFRSFR415",182,758,0.240105540897098,"csa"
1,"SFRSFS650",15,75,0.2,"csa"
1,"SFRSMO650",79,297,0.265993265993266,"csa"
1,"SFRSRO707",52,209,0.248803827751196,"csa"
1,"SFRWLC925",2,7,0.285714285714286,"csa"
1,"SFRWOO530",2,11,0.181818181818182,"csa"
1,"SFUSAC530",3,9,0.333333333333333,"csa"
1,"SHECHA717",2,8,0.25,"csa"
1,"SHEEDI540",3,18,0.166666666666667,"csa"
1,"SHEHAG301",10,41,0.24390243902439,"csa"
1,"SHEHAR540",4,18,0.222222222222222,"csa"
1,"SHEMAR304",1,37,0.027027027027027,"csa"
1,"SHEMYE301",1,7,0.142857142857143,"csa"
1,"SHEWIN540",8,32,0.25,"csa"
1,"SLCKAY801",16,37,0.432432432432432,"csa"
1,"SLCOGD801",3,16,0.1875,"csa"
1,"SLCPRK435",2,4,0.5,"csa"
1,"SLCPRO801",18,54,0.333333333333333,"csa"
1,"SLCSLC801",42,125,0.336,"csa"
1,"SLCTOO801",4,5,0.8,"csa"
1,"STLCHA636",2,31,0.0645161290322581,"csa"
1,"STLCHE636",10,34,0.294117647058824,"csa"
1,"STLCMB573",21,80,0.2625,"csa"
1,"STLCOL618",49,239,0.205020920502092,"csa"
1,"STLCPG573",1,5,0.2,"csa"
1,"STLJEF573",6,40,0.15,"csa"
1,"STLJOP417",4,15,0.266666666666667,"csa"
1,"STLJOS816",2,29,0.0689655172413793,"csa"
1,"STLMIA918",1,1,1,"csa"
1,"STLOZA573",1,4,0.25,"csa"
1,"STLROL573",1,2,0.5,"csa"
1,"STLSPR417",7,37,0.189189189189189,"csa"
1,"STLSTL314",119,673,0.176820208023774,"csa"
1,"VAHCHL804",6,23,0.260869565217391,"csa"
1,"VAHDAN804",1,3,0.333333333333333,"csa"
1,"VAHLEX540",1,1,1,"csa"
1,"VAHLYN804",3,5,0.6,"csa"
1,"VAHMTN540",1,3,0.333333333333333,"csa"
1,"VAHRAD540",2,7,0.285714285714286,"csa"
1,"VAHROA540",3,13,0.230769230769231,"csa"
1,"VAHWAY540",2,3,0.666666666666667,"csa"
1,NA,4,18,0.222222222222222,"csa"
1,NA,14925,63959,0.233352616519958,"retcall"
1,NA,857,2138,0.400841908325538,"retcall"
1,NA,8343,33827,0.24663730156384,"age2"
1,NA,58,224,0.258928571428571,"age2"
1,NA,116,458,0.253275109170306,"age2"
1,NA,154,588,0.261904761904762,"age2"
1,NA,212,849,0.249705535924617,"age2"
1,NA,250,971,0.257466529351184,"age2"
1,NA,275,1117,0.246195165622202,"age2"
1,NA,367,1443,0.254331254331254,"age2"
1,NA,337,1434,0.235006973500697,"age2"
1,NA,332,1445,0.229757785467128,"age2"
1,NA,346,1510,0.229139072847682,"age2"
1,NA,368,1590,0.231446540880503,"age2"
1,NA,379,1624,0.233374384236453,"age2"
1,NA,395,1715,0.230320699708455,"age2"
1,NA,429,1811,0.236885698509111,"age2"
1,NA,427,1911,0.223443223443223,"age2"
1,NA,430,1850,0.232432432432432,"age2"
1,NA,392,1722,0.227642276422764,"age2"
1,NA,384,1709,0.22469280280866,"age2"
1,NA,319,1390,0.229496402877698,"age2"
1,NA,228,983,0.231943031536114,"age2"
1,NA,169,798,0.211779448621554,"age2"
1,NA,133,673,0.197622585438336,"age2"
1,NA,117,584,0.200342465753425,"age2"
1,NA,94,483,0.194616977225673,"age2"
1,NA,82,401,0.204488778054863,"age2"
1,NA,70,352,0.198863636363636,"age2"
1,NA,65,307,0.211726384364821,"age2"
1,NA,42,245,0.171428571428571,"age2"
1,NA,63,223,0.282511210762332,"age2"
1,NA,39,167,0.233532934131737,"age2"
1,NA,30,138,0.217391304347826,"age2"
1,NA,30,135,0.222222222222222,"age2"
1,NA,18,72,0.25,"age2"
1,NA,11,44,0.25,"age2"
1,NA,8,42,0.19047619047619,"age2"
1,NA,4,29,0.137931034482759,"age2"
1,NA,5,32,0.15625,"age2"
1,NA,4,10,0.4,"age2"
1,NA,4,14,0.285714285714286,"age2"
1,NA,2,13,0.153846153846154,"age2"
1,NA,2,14,0.142857142857143,"age2"
1,NA,2,2,1,"age2"
1,NA,247,1148,0.215156794425087,"age2"
1,NA,10281,41006,0.250719406916061,"models"
1,NA,3827,16994,0.225197128398258,"models"
1,NA,1109,5388,0.205827765404603,"models"
1,NA,383,1747,0.219232970807098,"models"
1,NA,113,587,0.192504258943782,"models"
1,NA,43,235,0.182978723404255,"models"
1,NA,13,80,0.1625,"models"
1,NA,8,31,0.258064516129032,"models"
1,NA,2,18,0.111111111111111,"models"
1,NA,2,7,0.285714285714286,"models"
1,NA,1,1,1,"models"
1,NA,12,60,0.2,"actvsubs"
1,NA,10866,46979,0.231294833861938,"actvsubs"
1,NA,4108,15743,0.26094137076796,"actvsubs"
1,NA,610,2527,0.241392956074397,"actvsubs"
1,NA,146,583,0.250428816466552,"actvsubs"
1,NA,37,187,0.197860962566845,"actvsubs"
1,NA,1,11,0.0909090909090909,"actvsubs"
1,NA,2,3,0.666666666666667,"actvsubs"
1,NA,9329,41678,0.223835116848217,"uniqsubs"
1,NA,4689,17815,0.263205164187482,"uniqsubs"
1,NA,1093,4192,0.260734732824427,"uniqsubs"
1,NA,431,1583,0.272267845862287,"uniqsubs"
1,NA,152,540,0.281481481481481,"uniqsubs"
1,NA,48,182,0.263736263736264,"uniqsubs"
1,NA,23,66,0.348484848484849,"uniqsubs"
1,NA,8,20,0.4,"uniqsubs"
1,NA,6,12,0.5,"uniqsubs"
1,NA,1,3,0.333333333333333,"uniqsubs"
1,NA,1,4,0.25,"uniqsubs"
1,NA,1,1,1,"uniqsubs"
1,NA,14663,61154,0.23977172384472,"forgntvl"
1,NA,872,3795,0.229776021080369,"forgntvl"
1,NA,247,1148,0.215156794425087,"forgntvl"
1,NA,15318,64074,0.239067328401536,"mtrcycle"
1,NA,217,875,0.248,"mtrcycle"
1,NA,247,1148,0.215156794425087,"mtrcycle"
1,NA,12613,52595,0.239813670500998,"truck"
1,NA,2922,12354,0.236522583778533,"truck"
1,NA,247,1148,0.215156794425087,"truck"
